,,m(max camber)=,0.09,,,,,,,
,,p(max position)=,0.4,,,,,,,
,,t(thickness)=,0.12,,,,,,,
,,AOA(⍺)=,-10,,,,,,,
,,Conversion(Radians)=,-0.174532925199433,,,,,,,
X,Yc,Chord X,Chord Y,Slope angle(θ),angle(θ),Yt,xu,yu,xl,yl
0,0,0,0,0.45,0.422853926132941,0,0,0,0,0
0.0025,0.001121484375,1,0,0.4471875,0.420512588822515,0.00871668416293359,-0.00105839836608194,0.00907876933059903,0.00605839836608194,-0.00683580058059903
0.005,0.0022359375,,,0.444375,0.418166338393954,0.0122131474844947,0.0000404182348086825,0.0133967403471253,0.00995958176519132,-0.00892486534712534
0.0075,0.003343359375,,,0.4415625,0.415815185279239,0.0148485818137621,0.00150212643866142,0.0169266540645141,0.0134978735613386,-0.0102399353145141
0.01,0.00444375,,,0.43875,0.413459140170801,0.02,0.00315485487507699,0.0200452203701949,0.016845145124923,-0.0111577203701949
0.0125,0.005537109375,,,0.4359375,0.411098214022852,0.0189390266528367,0.00493165657758868,0.0228981838923593,0.0200683434224113,-0.0118239651423593
0.015,0.0066234375,,,0.433125,0.408732418052691,0.0206367117634073,0.00679801150418467,0.0255602074759084,0.0232019884958153,-0.0123133324759084
0.0175,0.007702734375,,,0.4303125,0.406361763741989,0.0221790089180859,0.00873330325652294,0.02807559536202,0.0262666967434771,-0.01267012661202
0.02,0.008775,,,0.4275,0.403986262838048,0.02,0.0107240268904997,0.0304731827122813,0.0292759731095003,-0.0129231827122813
0.0225,0.009840234375,,,0.4246875,0.401605927355047,0.0249151289048086,0.0127607509421196,0.0327729768218118,0.0322392490578804,-0.0130925080718118
0.025,0.0108984375,,,0.421875,0.399220769575253,0.0261471986425573,0.0148365706727315,0.0349895292387106,0.0351634293272685,-0.0131926542387106
0.0275,0.011949609375,,,0.4190625,0.396830802050217,0.0273061512090666,0.0169462444558895,0.0371338135071056,0.0380537555441105,-0.0132345947571056
0.03,0.01299375,,,0.41625,0.394436037601946,0.03,0.0190856769232694,0.0392143459801335,0.0409143230767306,-0.0132268459801335
0.0325,0.014030859375,,,0.4134375,0.392036489324043,0.0294406064581788,0.0212515923716478,0.0412378921873408,0.0437484076283522,-0.0131761734373408
0.035,0.0150609375,,,0.410625,0.389632170582827,0.030429738573433,0.0234413191651974,0.0432099319226547,0.0465586808348026,-0.0130880569226547
0.0375,0.016083984375,,,0.4078125,0.38722309501843,0.0313738751622281,0.0256526421888019,0.0451349767089723,0.0493473578111981,-0.0129670079589723
0.04,0.0171,,,0.405,0.384809276545861,0.03,0.0278836987749979,0.0470167931481534,0.0521163012250021,-0.0128167931481534
0.0425,0.018108984375,,,0.4021875,0.382390729356049,0.0331433512990601,0.0301329033826079,0.0488585641540636,0.0548670966173921,-0.0126405954040636
0.045,0.0191109375,,,0.399375,0.379967467916853,0.033975300974609,0.0323988918619619,0.0506630079551815,0.0576011081380381,-0.0124411329551815
0.0475,0.020105859375,,,0.3965625,0.377539506974051,0.0347757057471129,0.034680479409215,0.0524324676417548,0.060319520590785,-0.0122207488917548
